client_id,segment,annual_demand_tons,priority,shipment_count,shipped_weight_kg,total_transport_cost_eur,avg_distance_km,avg_transit_hours,total_co2_kg,cluster,cluster_profile,recommendation,cost_score,co2_score,distance_score,demand_score,shipment_score,transit_time_score,cluster_score,priority_score,priority_rank,priority_level,recommended_action
CLIENT094,Industrial,211.39,1,8,52055.0,14775.79,5098.3275,87.835,8809.03,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.051169327003468636,0.04050299269211773,0.32316811559804665,0.3481757462856103,0.29411764705882354,0.24524086939000778,0.4,21.11536480800003,70,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT020,Standard,282.49,3,7,34570.0,16660.06,3367.7114285714288,78.59571428571428,11417.77,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.05775567527118742,0.05265449138114824,0.18944333528713098,0.5097005770366668,0.23529411764705882,0.21286463932479227,0.4,20.67643129393554,71,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT078,Standard,198.84,3,8,17340.0,9995.52,5021.47375,89.58375,7368.37,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.03446019135214049,0.0337924051665925,0.31722962293957013,0.3196646826298333,0.29411764705882354,0.25136882495685464,0.4,20.21987641760564,72,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT075,Premium,447.57,1,12,29289.0,2931.87,916.0066666666667,21.808333333333334,2145.95,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.009769643319601739,0.009466397291692468,0.0,0.8847289745104275,0.5294117647058822,0.013870759562793655,0.4,19.99727139527155,73,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT079,Industrial,298.74,2,6,15845.0,8335.82,3635.2966666666666,91.73333333333333,4172.1,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.02865881351354365,0.018904194492172073,0.2101196584586777,0.5466172929256213,0.1764705882352941,0.2589013774394286,0.4,19.889381862192025,74,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT002,Standard,196.68,1,13,18816.0,2634.27,4308.733846153847,91.72538461538461,1376.69,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.00872940108018111,0.005883187818336133,0.26215617907517,0.3147575991639784,0.588235294117647,0.2588735236064604,0.4,19.651361549759123,75,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT086,Standard,268.38,2,15,21107.0,4689.04,2673.9013333333332,47.012,4091.89,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.01591172146423463,0.018530576688233335,0.13583259857033678,0.47764550865555,0.7058823529411764,0.10218924388299504,0.4,19.622706619601942,76,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT070,Standard,395.85,1,7,9949.0,3470.48,2372.824285714286,41.392857142857146,3123.1,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.011652320982821986,0.014017957410365147,0.1125683617969653,0.7672315870780135,0.23529411764705882,0.08249868905678419,0.4,19.521472504031685,77,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT073,Standard,261.48,2,7,26395.0,5311.21,3846.34,62.238571428571426,4688.7,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.018086477896023384,0.021310514870114358,0.22642698615082563,0.4619701031396247,0.23529411764705882,0.15554607198861636,0.4,18.84867901663988,78,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT067,Standard,153.58,1,10,40716.0,11240.09,4214.818,79.088,7943.71,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.038810508166373464,0.03647233618913473,0.25489929749295415,0.2168431096369667,0.411764705882353,0.2145897029321326,0.4,18.82340203077844,79,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT083,Premium,187.56,1,4,21980.0,16612.1,4214.74,57.575,13968.89,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.057588034082334545,0.06453759638032773,0.25489327042950743,0.2940388023081466,0.05882352941176472,0.13920402281228922,0.4,18.484377620309267,80,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT064,Premium,340.3,1,9,33746.0,3271.1,2125.9244444444444,36.10444444444445,2939.57,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.010955400627661753,0.013163075530837955,0.09349040015215329,0.6410332136853105,0.35294117647058826,0.06396707617042442,0.4,18.434375928648773,81,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT006,Standard,206.9,1,8,19403.0,1598.08,4449.71875,85.53875,1040.21,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.005107463559800524,0.004315865555908682,0.2730500888251354,0.3379753737107547,0.29411764705882354,0.23719436876363348,0.4,18.34606904871005,82,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT013,Industrial,380.85,2,10,9641.0,2091.23,1010.268,22.21,1574.38,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.006831238628249058,0.006804026911474753,0.007283577391841101,0.7331546185651324,0.411764705882353,0.01527827663842872,0.4,17.882876263068574,83,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT027,Standard,175.49,1,11,17688.0,10187.23,2328.9881818181816,39.738181818181815,8680.36,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.03513030170065974,0.0399036484353817,0.10918114411190466,0.26661820164478167,0.4705882352941177,0.07670038920422191,0.4,16.716672811842216,84,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT009,Premium,228.91,1,10,14267.0,9245.76,1913.001,19.923,6871.69,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.03183945203282594,0.03147887205525612,0.07703779619137241,0.38797764550865554,0.411764705882353,0.007264189787032735,0.4,16.556051618229844,85,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT047,Standard,58.13,1,12,27947.0,2704.82,4555.816666666667,77.12416666666667,2108.84,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.00897600420515129,0.009293539085681169,0.28124827953417236,0.0,0.5294117647058822,0.20770805409304216,0.4,16.314594173849613,86,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT048,Standard,272.25,2,11,50852.0,3583.29,1263.31,26.98,2530.59,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.01204664130214,0.011258048608323754,0.026836143913139196,0.4864373665318733,0.4705882352941177,0.031993271951572075,0.4,16.306150364964246,87,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT042,Standard,187.41,1,9,16984.0,1843.74,2688.4177777777777,47.96888888888889,1351.41,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.005966152768591089,0.005765433696860367,0.13695428487400466,0.29369803262301786,0.35294117647058826,0.10554236616663797,0.4,15.548174805678366,88,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT044,Industrial,251.79,1,10,17974.0,2309.8,1327.952,27.045,2066.53,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.007595236431576232,0.009096459304049852,0.031831034109508785,0.43995638148030347,0.411764705882353,0.03222104442439268,0.4,15.468768174849798,89,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT041,Industrial,177.76,1,4,1704.0,311.67,3610.0225,58.595,280.5,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.0006108976350253478,0.000777139937777567,0.20816672248354168,0.271775182879731,0.05882352941176472,0.14277829853962803,0.4,14.879077045438585,90,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT068,Standard,274.64,1,5,19306.0,1781.84,1379.104,45.04,915.49,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.0057497851791417035,0.0037349203806532395,0.03578355140978874,0.49186696351492565,0.11764705882352944,0.09527897747680662,0.4,14.738496124889377,91,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT084,Premium,135.91,1,8,35186.0,8539.55,2359.13375,23.67875,4845.81,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.02937093902240509,0.02204233251351063,0.11151049349737163,0.17670044072879273,0.29411764705882354,0.020425058476202157,0.4,14.18749546325397,92,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT026,Standard,134.92,1,9,57714.0,5966.59,2041.29,40.17777777777778,4656.6,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.020377317811586197,0.02116099322061388,0.08695069289014498,0.17445136080694254,0.35294117647058826,0.0782408178005161,0.4,14.137336782479057,93,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT074,Premium,175.8,1,10,17785.0,1395.78,1605.46,30.452,1202.3,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.004400336526753503,0.005070880015956429,0.05327408953189873,0.26732245899404794,0.411764705882353,0.04415982619208228,0.4,13.963384606779105,94,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT018,Premium,128.73,1,9,5988.0,3364.6,2346.5255555555555,36.596666666666664,1965.87,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.011282224046296932,0.008627585495990095,0.11053625775552459,0.160388931800627,0.35294117647058826,0.06569191728939076,0.4,13.809705964216262,95,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT014,Standard,144.08,1,10,16959.0,3670.54,1787.98,17.85,2761.79,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.012351618235572293,0.012334977124352125,0.06737741799700464,0.19526102957880867,0.411764705882353,0.0,0.4,13.577585093531273,96,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT050,Standard,214.91,3,9,13547.0,639.06,934.55,22.49222222222222,482.75,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.0017552689615170144,0.0017192194895368149,0.0014328441860505525,0.3561724748966332,0.35294117647058826,0.01626723746059,0.4,13.507525595241646,97,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT082,Standard,83.91,3,7,23609.0,6508.05,1899.7828571428572,32.12714285714286,5298.65,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.022269957472058958,0.024151659110389034,0.07601642970872405,0.05856694988413827,0.23529411764705882,0.05002984820591633,0.4,12.192317892746377,98,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT046,Standard,129.17,1,7,21105.0,794.88,1116.7571428571428,35.75,615.11,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.002299928053407211,0.0023357517489724345,0.015511998165903512,0.1613885228770048,0.23529411764705882,0.06272503482290691,0.4,11.44087419992306,99,Low,Maintain the current organization and prioritize shipment consolidation.
CLIENT091,Standard,81.69,2,5,21400.0,136.9,2235.968,38.664,113.66,1,Standard customers / efficient flows,Maintain current warehouse assignments and prioritize shipment consolidation to keep logistics costs at a low level.,0.0,0.0,0.10199347055248273,0.05352355854423188,0.11764705882352944,0.07293624998904939,0.4,11.018054187792456,100,Low,Maintain the current organization and prioritize shipment consolidation.
